accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample_name	fermented_food
7741_005_S30	GCF_006740305.1_ASM674030v1_genomic	2.6429	96.27	17	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	FF0139_taleggio	cheese
7741_005_S30	MacoriG_2019__CS_R33__bin.1	4.076	98.89	15	MacoriG_2019__CS_R33__bin.1_contig-120_7	94.56	0.32	163	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio	Vibrio hibernica	FF0139_taleggio	cheese
7741_005_S30	DeFilippisF_xxxx__DF_100__bin.17	1.7507	99.81	8.827	DF_100_k141_188	98.36065574	1.548269581	77	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus	Marinilactibacillus psychrotolerans	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_1__TA012_71775__bin.15	1.0602	99.88	8.682	TA012_71775_k141_519	82.14936248	2.094717668	226	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium_A	Carnobacterium_A spp.	FF0139_taleggio	cheese
7741_005_S30	We6_bin.circ.9	2.7525	99.52	7.728	s34.ctg000041c	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium	Brevibacterium aurantiacum	FF0139_taleggio	cheese
7741_005_S30	WolfeBE_2014__771_Tarentaise__bin.3	2.0532	99.42	5.95	771_Tarentaise_k119_227	98.5380117	0.584795322	90	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium tyrofermentans	FF0139_taleggio	cheese
7741_005_S30	We4_bin.full.28	1.4159	99.7	5.184	s5.ctg000006l	99.11	0.57	3	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia	Mesonia profundi	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_1__TA012_71775__bin.5	1.1745	99.31	4.828	TA012_71775_k141_9559	99.30939227	0.552486188	34	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_D	Vagococcus D salmoninarum	FF0139_taleggio	cheese
7741_005_S30	GCF_001703515.1_ASM170351v1_genomic	0.7931	99.27	3.78	GCF_001703515.1_ASM170351v1_genomic_NZ_CP016839.1 Brochothrix thermosphacta strain TMW 2.1564 chromosome, complete genome	99.45	0	2	Bacillota;Bacilli;Lactobacillales;Listeriaceae;Brochothrix	Brochothrix thermosphacta	FF0139_taleggio	cheese
7741_005_S30	GCF_009913915.1_ASM991391v1_genomic	0.6178	99.14	3.687	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0139_taleggio	cheese
7741_005_S30	FontanaF_2023__SRR20746951__bin.4	0.3272	99.08	1.429	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24	0.3578	99.52	1.423	TGS01-22_k141_474	98.41329592	0.686813187	112	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter aquimaris	FF0139_taleggio	cheese
7741_005_S30	DeFilippisF_xxxx__DF_100__bin.12	0.1876	99.72	0.959	DF_100_k141_92	82.8045126	2.9143898	185	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium_A	Carnobacterium_A spp.	FF0139_taleggio	cheese
7741_005_S30	WolfeBE_2014__679_Raclette__bin.1	0.1416	99.51	0.907	679_Raclette_k119_33	58.10344828	0	573	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter	Marinobacter spp.	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_TEAGASC_1__TGS14-22__bin.58	0.1819	97.84	0.894	TGS14-22_k141_67	53.60501567	0	515	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter nivimaris B	FF0139_taleggio	cheese
7741_005_S30	FalardeauJ_2023__SRR20811179__bin.4	0.0972	97.2	0.719	NODE_18_length_76975_cov_42.9967_ID_19310	77.76	0.99	93	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium_A	Carnobacterium_A spp.	FF0139_taleggio	cheese
7741_005_S30	GCA_003243815.1_ASM324381v1_genomic	0.8204	99.79	0.714	GCA_003243815.1_ASM324381v1_genomic_QELA01000001.1 [Candida] sake strain CBA6005 contig1, whole genome shotgun sequence	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora	Candida sake	FF0139_taleggio	cheese
7741_005_S30	182	0.1837	97.46	0.63	NODE_1_length_1843461_cov_24.544282	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter cibarius A	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_FFoQSI_1__VB-12D__bin.20	0.1655	97.42	0.563	VB-12D_k141_2439	96.44396552	0	109	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter	Marinobacter spp.	FF0139_taleggio	cheese
7741_005_S30	MAG_501	0.0929	99.43	0.499	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_1__FO007_71775__bin.9	0.1163	99.43	0.491	FO007_71775_k141_142	86.17365887	1.719443108	611	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Colwellia	Colwellia spp.	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_CSIC_1__P2146_73322__bin.6	0.1135	98.86	0.389	P2146_73322_k141_247	98.90710383	4.918032787	181	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium	Carnobacterium maltaromaticum	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	0.1211	97.47	0.32	TGS06-22_k141_29	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	Marinomonas polaris	FF0139_taleggio	cheese
7741_005_S30	MAG_90	0.0812	97.94	0.268	MAG_90_0	91.88	1.46	780	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas	Pseudoalteromonas sp030408135	FF0139_taleggio	cheese
7741_005_S30	O4_bin.circ.1	0.0629	97.04	0.23	s2.ctg000004c	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter alimentarius	FF0139_taleggio	cheese
7741_005_S30	180	0.0586	97.59	0.229	NODE_1_length_3075451_cov_32.919575	99.73	0.55	6	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter namhaensis	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_1__GO005_71775__bin.6	0.1867	99.57	0.194	GO005_71775_k141_129	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces	Debaryomyces hansenii group 1	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_2__V-29__bin.28	0.0395	98.42	0.185	V-29_k141_643	81.49346004	4.599427754	660	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	Marinomonas spp.	FF0139_taleggio	cheese
7741_005_S30	AlvarezOrdonezA_xxxx__Q02-30__bin.22	0.0674	99.17	0.161	Q02-30_k141_3773	97.05423052	2.24956302	237	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella ornithinolytica	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_2__O-30__bin.13	0.3504	99.31	0.13	O-30_k141_182	96	0.1	842	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium	Penicillium camemberti	FF0139_taleggio	cheese
7741_005_S30	AlvarezOrdonezA_xxxx__Q04-21__bin.16	0.0521	99.25	0.125	Q04-21_k141_3887	98.64480874	0.118397086	52	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella inusitata	FF0139_taleggio	cheese
7741_005_S30	XieM_2019__SAMC044639__bin.32	0.0431	98.25	0.115	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_UNINA_1__GO004_71775__bin.8	0.0274	99.51	0.098	GO004_71775_k141_336	83.61473561	2.84019975	49	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_A	Enterococcus A gilvus	FF0139_taleggio	cheese
7741_005_S30	YangC_2021__SRR13259376__bin.8	0.0227	98.6	0.087	NODE_227_length_52028_cov_10.0000_ID_19414	97.76	0.22	238	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Arthrobacter_H	Arthrobacter H rhombi A	FF0139_taleggio	cheese
7741_005_S30	KharnaiorP_2023__SRR22859377__bin.10	0.0161	97.17	0.073	NODE_8_length_174488_cov_60.9499_ID_127332	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D sp001297065	FF0139_taleggio	cheese
7741_005_S30	KharnaiorP_2023__SRR22859379__bin.8	0.0092	98.78	0.071	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0139_taleggio	cheese
7741_005_S30	DeFilippisF_xxxx__DF_11__bin.27	0.0101	96.1	0.069	DF_11_k141_388	55.35730546	1.898510972	510	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia	Cobetia crustatorum	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_CSIC_2__P2545__bin.25	0.0823	98.01	0.065	P2545_k141_46	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum	Geotrichum candidum	FF0139_taleggio	cheese
7741_005_S30	MASTER_WP4_CSIC_1__P2235_73323__bin.9	0.0131	95.81	0.057	P2235_73323_k141_1719	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	Enterococcus faecalis	FF0139_taleggio	cheese
7741_006_S31	GCF_009913915.1_ASM991391v1_genomic	47.4724	99.9	275	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	FalardeauJ_2023__SRR20811279__bin.3	25.31	99.7	97	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967740__bin.10	9.8917	99.8	61	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MotaGutierrezJ_2021__SRR11602150__bin.9	5.8214	98.38	30	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	3.4083	98.74	20	WK031-1-L-48h-03B2_S30_k141_309	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc suionicum	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	KharnaiorP_2023__SRR22859379__bin.8	1.3893	99.1	10.423	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64	2.1001	98.74	4.705	TGS08-29_k141_17440	98.21428571	0.558035714	27	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia	Serratia liquefaciens	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967740__bin.11	0.875	99.91	4.022	ERS3967740_k141_286	99.375	0.78125	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	Secundilactobacillus silagei	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967691__bin.13	0.505	99.3	3.089	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	GCF_001434055.1_ASM143405v1_genomic	0.6731	97.97	3.071	GCF_001434055.1_ASM143405v1_genomic_NZ_AZCZ01000001.1 Levilactobacillus parabrevis ATCC 53295 Scaffold1, whole genome shotgun sequence	99.38	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus parabrevis	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MAG_501	0.4498	98.88	2.344	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_xxxx__AF84__bin.30	0.8695	98.83	2.322	AF84_k141_2549	98.68519585	0.664457071	90	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia amnigena	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.2805	99.42	1.967	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	GCF_019656055.1_ASM1965605v1_genomic	0.1633	99.11	1.018	GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence	99.44	0.97	12	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc miyukkimchii	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	0.1145	96.98	0.672	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	0.0908	99.1	0.558	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	AlvarezOrdonezA_xxxx__Q04-21__bin.11	0.121	98.48	0.398	Q04-21_k141_302	85.34688402	1.376783352	442	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia sp022649305	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	FranciosaI_2021__SRR12227952__bin.4	0.1005	97.26	0.396	NODE_4_length_136482_cov_25.9989_ID_213579	89.95	0.97	167	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus paraplantarum	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	EBC_080.1	0.0924	99.59	0.232	EBC_080.1_EBC_080_scaffold_1281	96.07	3.48	35	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia persicina	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MAG_116	0.0164	96.95	0.172	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	XieM_2019__SAMC044639__bin.32	0.0612	98.4	0.159	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967737__bin.1	0.0245	98.46	0.156	ERS3967737_k141_37	66.20057156	3.389756944	573	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus spp.	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967741__bin.9	0.0233	99.08	0.15	ERS3967741_k141_666	99.12609238	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gasicomitatum	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	MASTER_WP4_CSIC_2__P2587__bin.9	0.0649	98.1	0.144	P2587_k141_467	99.18806232	0.755739796	152	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella terrigena	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967711__bin.13	0.0536	97.93	0.122	ERS3967711_k141_339	97.20470786	1.950169139	233	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella variigena	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_006_S31	LeechJ_2020__ERS3967692__bin.3	0.0273	98.62	0.122	ERS3967692_k141_68	83.13443073	3.395061728	507	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus spp.	FF0145_wild west ferments simply sauerkraut	sauerkraut
7741_007_S32	GCF_009913915.1_ASM991391v1_genomic	46.4316	99.86	318	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	FalardeauJ_2023__SRR20811279__bin.3	24.9389	99.28	113	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MotaGutierrezJ_2021__SRR11602150__bin.9	17.2334	98.4	105	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	5.3087	99.61	44	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LeechJ_2020__ERS3967740__bin.10	2.8803	99.81	21	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	KharnaiorP_2023__SRR22859379__bin.8	1.36	99.12	12.063	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MAG_501	0.1486	98.9	0.916	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MASTER_WP4_CSIC_2__P2587__bin.9	0.3373	99.05	0.887	P2587_k141_467	99.18806232	0.755739796	152	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella terrigena	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	0.6456	99.07	0.844	WK065-1-L-08h-05B1_S62_k141_23	81.3	0.2	2043	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	Pichia fermentans	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.081	97.82	0.644	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	YouL_2022__SRR13308526__bin.24	0.1761	98.86	0.543	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	XieM_2019__SAMC044639__bin.32	0.1219	98.56	0.375	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	EBC_147.23	0.092	98.33	0.243	EBC_147.23_EBC_147_scaffold_41	77.74	0.86	315	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella aceris	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LeechJ_xxxx__AF84__bin.30	0.0761	98.24	0.24	AF84_k141_2549	98.68519585	0.664457071	90	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia amnigena	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	EBC_080.1	0.0686	98.61	0.203	EBC_080.1_EBC_080_scaffold_1281	96.07	3.48	35	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia persicina	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	GCF_019656055.1_ASM1965605v1_genomic	0.0257	100	0.189	GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence	99.44	0.97	12	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc miyukkimchii	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LeechJ_2020__ERS3967691__bin.13	0.0154	98.34	0.111	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LeechJ_2020__ERS3967740__bin.11	0.0196	99.89	0.106	ERS3967740_k141_286	99.375	0.78125	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	Secundilactobacillus silagei	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LandisEA_2021__SRS5653333__bin.1	0.011	96.43	0.062	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	LeechJ_2020__ERS3967737__bin.1	0.0079	98.5	0.059	ERS3967737_k141_37	66.20057156	3.389756944	573	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus spp.	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	O4_bin.circ.1	0.0129	98.39	0.054	s2.ctg000004c	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter alimentarius	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_007_S32	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	0.0077	99.63	0.053	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	FF0146_wild west ferments signature sauerkraut	sauerkraut
7741_008_S33	GCF_009913915.1_ASM991391v1_genomic	25.8749	99.87	151	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0149_wildbrine raw organic kraut	sauerkraut
7741_008_S33	FalardeauJ_2023__SRR20811279__bin.3	11.9144	99.38	46	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0149_wildbrine raw organic kraut	sauerkraut
7741_008_S33	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	5.3806	99.89	38	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0149_wildbrine raw organic kraut	sauerkraut
7741_008_S33	LeechJ_2020__ERS3967740__bin.10	5.3119	99.92	33	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0149_wildbrine raw organic kraut	sauerkraut
